1° coordinate,2° coordinate,clusterId
472.432,133.637,0
392.214,248.151,0
185.232,128.912,1
175.553,234.373,1
199.902,373.492,2
210.318,126.484,1
440.088,119.719,0
427.074,244.697,0
225.533,414.44,2
208.153,128.115,1
384.938,169.023,0
246.796,150.7,1
332.781,402.536,2
193.519,199.926,1
156.796,198.648,1
251.224,360.861,2
195.232,159.659,1
272.652,376.636,2
456.502,103.42,0
226.639,298.359,2
450.049,165.382,0
334.938,336.011,2
274.056,400.682,2
447.961,139.667,0
240.075,397.86,2
428.255,123.461,0
415.104,151.163,0
179.989,150.859,1
395.995,120.205,0
156.888,144.583,1
205.682,200.855,1
351.593,364.709,2
218.51,136.7,1
345.665,357.49,2
165.925,188.625,1
508.732,119.946,0
193.187,215.521,1
269.597,324.5,2
158.716,205.614,1
427.206,79.0129,0
124.362,95.3256,1
347.668,394.634,2
375.983,346.006,2
407.409,254.751,0
171.221,131.723,1
237.428,177.27,1
461.399,201.126,0
127.934,111.687,1
225.262,188.742,1
310.851,354.371,2
210.11,180.555,1
201.549,139.62,1
379.208,148.29,0
222.869,211.797,1
277.582,418.814,2
303.714,341.022,2
459.816,112.856,0
300.378,371.576,2
452.298,105.91,0
491.308,130.014,0
413.832,180.682,0
218.987,124.595,1
151.142,139.582,1
308.363,357.667,2
314.515,314.328,2
195.911,154.242,1
194.103,145.87,1
462.458,136.813,0
255.661,388.587,2
188.352,130.991,1
149.959,206.641,1
183.517,152.362,1
436.474,148.561,0
469.35,192.32,0
169.694,176.807,1
139.4,119.462,1
209.013,343.442,2
208.931,211.459,1
472.037,114.375,0
425.55,166.599,0
302.4,383.49,2
152.42,156.95,1
407.163,211.528,0
170.374,356.233,2
348.909,360.197,2
455.659,195.466,0
205.431,153.354,1
170.524,122.285,1
163.34,116.143,1
274.332,157.853,1
183.252,237.815,1
289.603,396.69,2
446.809,170.108,0
256.394,381.197,2
230.369,200.984,1
218.274,178.833,1
360.882,387.75,2
215.461,149.756,1
448.421,245.732,0
201.291,121.041,1
297.677,365.35,2
498.716,115.969,0
247.665,346.048,2
482.182,153.584,0
461.945,133.168,0
452.465,209.621,0
177.746,130.405,1
485.094,150.838,0
453.172,146.01,0
440.009,194.084,0
394.238,238.362,0
248.267,444.132,2
286.006,364.331,2
312.261,354.686,2
189.851,209.087,1
386.262,216.681,0
215.072,304.082,2
191.528,209.233,1
476.838,123.111,0
243.732,405.835,2
166.516,122.065,1
219.434,201.097,1
340.15,336.749,2
240.93,373.132,2
449.334,123.604,0
472.828,137.763,0
172.919,152.777,1
383.554,362.518,2
461.361,153.712,0
430.754,129.592,0
464.919,141.525,0
300.153,385.743,2
316.979,361.186,2
297.15,314.338,2
133.467,81.9042,1
161.24,229.4,1
425.093,224.976,0
441.024,163.066,0
476.83,123.337,0
369.583,368.03,2
186.342,172.267,1
179.338,193.918,1
444.281,234.152,0
467.753,238.904,0
378.114,254.594,0
240.712,353.628,2
255.861,108.98,1
383.208,122.175,0
176.752,170.186,1
154.305,109.719,1
224.809,192.529,1
240.699,329.779,2
293.906,415.759,2
180.099,236.443,1
460.066,134.03,0
413.007,232.864,0
289.04,397.279,2
492.078,204.875,0
389.058,215.325,0
345.95,356.895,2
170.452,221.659,1
223.053,399.998,2
414.437,227.094,0
186.74,220.285,1
163.916,132.261,1
170.581,188.717,1
264.494,260.645,2
429.592,163.642,0
252.532,401.375,2
211.729,189.467,1
353.03,401.094,2
421.229,150.679,0
170.396,147.177,1
452.33,165.243,0
473.409,134.938,0
159.716,141.615,1
473.801,188.186,0
427.155,158.724,0
149.76,122.684,1
458.105,140.831,0
286.871,349.91,2
302.324,376.581,2
424.119,214.252,0
216.004,224.923,1
399.406,194.97,0
121.526,133.547,1
219.396,368.936,2
343.416,378.816,2
332.859,365.267,2
208.966,384.397,2
153.427,156.817,1
276.036,280.922,2
448.728,153.693,0
433.758,259.608,0
181.263,163.883,1
248.782,354.287,2
138.381,196.02,1
466.464,202.605,0
251.034,398.73,2
209.621,137.259,1
226.683,369.93,2
225.834,395.617,2
219.329,378.326,2
356.706,344.141,2
294.087,350.11,2
166.392,161.008,1
457.346,116.354,0
224.42,204.919,1
302.735,340.36,2
461.234,179.79,0
441.903,168.461,0
183.255,118.773,1
274.585,390.805,2
436.91,147.669,0
226.551,164.673,1
394.903,188.255,0
393.481,233.53,0
140.067,115.797,1
206.051,137.908,1
498.043,136.1,0
431.973,228.648,0
195.054,194.14,1
203.601,173.421,1
280.025,393.406,2
211.683,130.748,1
228.75,167.166,1
448.797,174.645,0
477.112,183.32,0
454.382,196.766,0
205.218,363.247,2
191.119,135.28,1
268.252,352.801,2
377.699,373.78,2
185.195,185.054,1
458.099,117.018,0
401.952,208.886,0
313.559,370.494,2
194.304,213.232,1
299.449,367.799,2
203.238,182.705,1
214.345,165.408,1
369.866,377.697,2
446.158,166.198,0
461.486,223.729,0
466.185,161.294,0
469.902,167.01,0
448.188,122.28,0
450.881,198.695,0
479.338,135.157,0
278.4,361.652,2
180.654,169.308,1
175.969,90.6688,1
161.165,159.158,1
204.532,137.1,1
143.227,144.268,1
326.396,319.36,2
278.068,350.629,2
330.87,375.794,2
194.319,151.141,1
226.33,149.309,1
255.208,367.216,2
412.231,98.2497,0
179.644,201.645,1
385.974,214.253,0
266.86,299.846,2
179.57,187.917,1
214.212,327.359,2
423.829,180.876,0
462.001,213.598,0
271.992,328.538,2
229.031,359.832,2
344.175,349.669,2
221.21,242.752,1
209.878,401.341,2
432.996,101.241,0
292.974,388.949,2
239.35,140.37,1
484.713,94.5069,0
125.844,129.335,1
437.833,146.904,0
463.813,208.632,0
342.574,358.942,2
428.376,184.749,0
277.475,349.244,2
196.621,158.464,1
288.356,407.278,2
141.16,149.811,1
449.67,174.502,0
459.652,148.872,0
458.662,105.252,0
439.363,175.51,0
450.31,115.674,0
219.622,219.594,1
330.121,335.433,2
476.79,132.529,0
414.961,249.271,0
374.453,383.079,2
399.099,228.519,0
210.554,170.814,1
482.729,130.916,0
282.845,356.758,2
418.232,141.376,0
421.715,171.755,0
177.828,192.869,1
208.155,210.446,1
229.629,391.879,2
265.689,366.717,2
273.253,360.754,2
506.811,169.389,0
437.429,166.108,0
182.581,184.049,1
321.483,319.654,2
455.291,128.185,0
170.127,224.934,1
440.145,203.778,0
151.289,174.285,1
223.202,181.867,1
301.973,309.872,2
385.501,219.253,0
240.542,360.416,2
314.218,330.907,2
431.28,219.216,0
491.161,172.549,0
227.983,354.819,2
453.94,168.61,0
479.248,256.773,0
157.034,107.801,1
334.653,396.421,2
252.235,160.073,1
463.729,134.937,0
142.054,190.504,1
256.606,369.131,2
184.479,214.619,1
296.701,314.689,2
330.396,406.454,2
460.543,181.916,0
191.384,145.064,1
231.984,174.198,1
222.311,198.057,1
165.264,155.33,1
431.692,174.856,0
389.746,155.584,0
416.029,146.517,0
351.713,373.925,2
483.963,103.915,0
228.776,124.429,1
183.168,204.397,1
125.74,228.279,1
466.228,144.983,0
355.151,410.478,2
323.058,402.543,2
454.524,124.187,0
475.851,133.289,0
259.216,385.777,2
344.463,349.077,2
196.07,383.22,2
216.113,196.301,1
442.796,148.95,0
311.131,341.313,2
224.157,305.877,2
386.468,243.244,0
160.471,120.996,1
336.222,354.342,2
430.513,82.1947,0
328.193,311.494,2
213.585,149.828,1
258.829,405.134,2
433.374,183.911,0
217.541,190.124,1
215.011,340.995,2
480.053,95.4829,0
202.893,215.623,1
161.514,194.9,1
188.484,171.75,1
445.017,211.441,0
237.65,318.303,2
179.491,96.4545,1
451.488,119.58,0
421.288,157.954,0
144.922,87.1369,1
330.271,376.535,2
214.058,386.577,2
211.178,180.08,1
388.515,188.112,0
149.244,168.987,1
444.494,190.196,0
205.914,213.944,1
424.364,207.835,0
183.313,111.188,1
436.735,182.768,0
287.341,367.07,2
298.464,340.033,2
432.861,219.138,0
378.695,216.57,0
267.234,361.403,2
175.869,200.152,1
473.289,188.002,0
165.687,141.115,1
257.192,160.281,1
434.609,146.687,0
423.627,123.155,0
487.232,178.435,0
436.769,161.613,0
485.887,163.766,0
405.395,202.574,0
167.897,217.399,1
288.853,348.732,2
303.328,339.432,2
453.392,219.967,0
226.908,179.263,1
330.424,335.209,2
284.346,375.625,2
146.176,218.989,1
194.939,180.392,1
227.688,414.487,2
289.92,355.203,2
364.722,364.071,2
290.035,337.84,2
414.184,139.42,0
164.149,204.926,1
340.432,235.632,0
244.17,174.75,1
222.092,156.136,1
411.04,241.135,0
351.209,156.116,0
185.988,149.847,1
182.572,183.988,1
200.339,119.135,1
154.696,102.866,1
473.891,158.208,0
216.151,336.387,2
230.936,187.754,1
459.902,119.936,0
449.822,224.028,0
464.646,186.451,0
401.379,181.058,0
287.172,338.835,2
329.152,361.487,2
161.545,156.114,1
176.407,203.281,1
442.51,144.684,0
134.879,102.028,1
199.952,243.674,1
312.211,389.964,2
480,144.144,0
448.993,174.063,0
137.383,174.405,1
222.657,169.086,1
449.532,148.168,0
472.706,106.927,0
471.413,147.654,0
354.139,227.924,0
326.262,365.092,2
203.715,115.682,1
169.518,147.836,1
240.493,348.042,2
475.078,176.466,0
484.706,149.79,0
484.028,159.951,0
266.236,356.072,2
448.904,138.166,0
438.657,266.91,0
433.164,182.224,0
381.595,399.495,2
434.246,132.543,0
447.213,143.255,0
196.214,177.583,1
303.223,376.714,2
226.474,385.45,2
480.84,123.972,0
266.199,444.47,2
192.927,114.407,1
274.645,421.587,2
250.873,359.891,2
156.039,91.4126,1
435.102,110.783,0
452.54,107.856,0
472.096,99.4817,0
429.828,239.783,0
215.262,134.439,1
444.63,224.404,0
183.253,172.388,1
161.12,188.748,1
289.543,373.916,2
208.93,158.55,1
289.601,374.686,2
390.101,211.59,0
264.847,356.211,2
348.412,365.993,2
197.679,160.537,1
388.417,170.193,0
180.729,207.706,1
220.959,84.8746,1
310.232,352.26,2
450.484,192.591,0
202.395,144.672,1
388.408,218.722,0
297.143,375.389,2
298.607,317.712,2
480.114,135.416,0
336.597,288.102,2
334.245,346.265,2
439.793,199.575,0
460.458,227.703,0
456.757,122.78,0
461.601,163.001,0
214.23,129.329,1
145.252,168.345,1
450.603,210.76,0
342.97,348.693,2
177.933,131.5,1
229.94,430.119,2
164.701,101.027,1
417.164,236.993,0
434.297,224.163,0
427.142,169.263,0
395.655,227.799,0
329.996,365.719,2
322.392,325.559,2
202.922,123.585,1
334.7,310.926,2
425.279,123.406,0
436.255,244.689,0
135.762,116.202,1
448.568,214.585,0
206.846,161.397,1
338.692,400.84,2
345.128,399.122,2
346.966,356.196,2
242.033,396.204,2
190.964,153.398,1
448.279,119.365,0
509.638,172.693,0
193.7,155.898,1
395.366,216.799,0
343.123,350.321,2
496.445,128.916,0
184.617,169.854,1
228.912,221.755,1
214.935,148.702,1
309.797,339.635,2
269.784,355.677,2
309.164,381.165,2
163.913,144.987,1
251.182,415.607,2
327.68,404.759,2
469.768,200.783,0
454.072,144.462,0
260.936,117.65,1
416.07,205.449,0
300.72,394.473,2
307.503,380.6,2
147.67,189.743,1
186.302,165.632,1
250.025,158.738,1
496.923,180.292,0
410.272,177.043,0
206.773,406.251,2
251.77,412.791,2
444.09,115.717,0
470.597,199.73,0
306.506,408.675,2
199.607,172.987,1
309.796,339.107,2
120.815,126.908,1
431.512,198.515,0
214.363,180.294,1
425.248,154.137,0
376.092,173.414,0
430.367,162.585,0
161.412,231.29,1
456.758,168.674,0
470.967,172.175,0
272.968,352.794,2
268.028,348.451,2
440.263,180.968,0
